#D JS21 4-core PPC970MP 2.5 GHz
  1   1 5.273e+07  10.050  10.180   0.290   1.042 2.700000e+10 2.687e+09
  1   2 5.273e+07  10.240  20.210   0.260   1.999 5.400000e+10 5.273e+09
  1   3 5.273e+07  10.300  30.090   0.340   2.954 8.100000e+10 7.864e+09
  1   4 5.273e+07  10.490  40.120   0.490   3.871 1.080000e+11 1.030e+10
  1   5 4.219e+07  16.010  39.900   0.380   2.516 1.080000e+11 6.746e+09
  1   6 3.516e+07  13.360  39.920   0.370   3.016 1.080000e+11 8.084e+09
  1   7 3.013e+07  11.510  39.900   0.330   3.495 1.080000e+11 9.383e+09
  1   8 2.637e+07  10.420  39.880   0.320   3.858 1.080000e+11 1.036e+10
  2   1 5.273e+07  10.370  20.340   0.470   2.007 5.400000e+10 5.207e+09
  2   2 5.273e+07  10.320  40.080   0.550   3.937 1.080000e+11 1.047e+10
  2   3 3.516e+07  13.340  39.990   0.470   3.033 1.080000e+11 8.096e+09
  2   4 2.637e+07  10.480  39.970   0.400   3.852 1.080000e+11 1.031e+10
  2   5 2.109e+07  10.910  39.920   0.390   3.695 1.080000e+11 9.899e+09
  2   6 1.758e+07  10.610  39.860   0.360   3.791 1.080000e+11 1.018e+10
  2   7 1.507e+07  10.520  39.890   0.360   3.826 1.080000e+11 1.027e+10
  2   8 1.318e+07  10.470  39.980   0.350   3.852 1.080000e+11 1.032e+10
  3   1 5.273e+07  10.230  30.320   0.600   3.022 8.100000e+10 7.918e+09
  3   2 3.516e+07  13.250  40.050   0.560   3.065 1.080000e+11 8.151e+09
  3   3 2.344e+07  11.160  40.010   0.470   3.627 1.080000e+11 9.677e+09
  3   4 1.758e+07  10.710  39.950   0.420   3.769 1.080000e+11 1.008e+10
  3   5 1.406e+07  10.520  39.920   0.400   3.833 1.080000e+11 1.027e+10
  3   6 1.172e+07  10.420  39.880   0.380   3.864 1.080000e+11 1.036e+10
  3   7 1.004e+07  10.340  39.880   0.370   3.893 1.080000e+11 1.044e+10
  3   8 8.789e+06  10.380  39.960   0.380   3.886 1.080000e+11 1.040e+10
  4   1 5.273e+07  10.570  40.390   0.890   3.905 1.080000e+11 1.022e+10
  4   2 2.637e+07  10.690  40.020   0.560   3.796 1.080000e+11 1.010e+10
  4   3 1.758e+07  10.790  39.980   0.480   3.750 1.080000e+11 1.001e+10
  4   4 1.318e+07  10.570  39.950   0.430   3.820 1.080000e+11 1.022e+10
  4   5 1.055e+07  10.440  39.950   0.420   3.867 1.080000e+11 1.034e+10
  4   6 8.789e+06  10.340  39.900   0.420   3.899 1.080000e+11 1.044e+10
  4   7 7.533e+06  10.290  39.870   0.410   3.914 1.080000e+11 1.050e+10
  4   8 6.592e+06  10.270  39.950   0.390   3.928 1.080000e+11 1.052e+10
  5   1 4.219e+07  15.110  40.290   0.830   2.721 1.080000e+11 7.148e+09
  5   2 2.109e+07  11.240  40.000   0.580   3.610 1.080000e+11 9.609e+09
  5   3 1.406e+07  10.710  39.970   0.490   3.778 1.080000e+11 1.008e+10
  5   4 1.055e+07  10.490  39.980   0.460   3.855 1.080000e+11 1.030e+10
  5   5 8.438e+06  10.430  39.940   0.440   3.872 1.080000e+11 1.035e+10
  5   6 7.031e+06  10.280  39.890   0.420   3.921 1.080000e+11 1.051e+10
  5   7 6.027e+06  10.290  39.870   0.400   3.914 1.080000e+11 1.050e+10
  5   8 5.273e+06  10.290  39.940   0.400   3.920 1.080000e+11 1.050e+10
  6   1 3.516e+07  12.880  40.250   0.850   3.191 1.080000e+11 8.385e+09
  6   2 1.758e+07  10.730  39.980   0.580   3.780 1.080000e+11 1.007e+10
  6   3 1.172e+07  10.740  39.980   0.490   3.768 1.080000e+11 1.006e+10
  6   4 8.789e+06  10.510  39.940   0.460   3.844 1.080000e+11 1.028e+10
  6   5 7.031e+06  10.430  39.920   0.450   3.871 1.080000e+11 1.035e+10
  6   6 5.859e+06  10.300  39.910   0.430   3.917 1.080000e+11 1.049e+10
  6   7 5.022e+06  10.290  39.870   0.420   3.915 1.080000e+11 1.050e+10
  6   8 4.395e+06  10.300  39.950   0.420   3.919 1.080000e+11 1.049e+10
  7   1 3.013e+07  11.240  40.270   0.860   3.659 1.080000e+11 9.609e+09
  7   2 1.507e+07  11.040  40.000   0.590   3.677 1.080000e+11 9.783e+09
  7   3 1.004e+07  10.660  39.970   0.520   3.798 1.080000e+11 1.013e+10
  7   4 7.533e+06  10.430  39.930   0.470   3.873 1.080000e+11 1.035e+10
  7   5 6.027e+06  10.390  39.920   0.470   3.887 1.080000e+11 1.039e+10
  7   6 5.022e+06  10.320  39.910   0.430   3.909 1.080000e+11 1.047e+10
  7   7 4.305e+06  10.330  39.890   0.420   3.902 1.080000e+11 1.045e+10
  7   8 3.767e+06  10.300  39.930   0.420   3.917 1.080000e+11 1.049e+10
  8   1 2.637e+07  10.530  40.290   0.910   3.913 1.080000e+11 1.026e+10
  8   2 1.318e+07  10.850  40.040   0.610   3.747 1.080000e+11 9.954e+09
  8   3 8.789e+06  10.500  39.960   0.540   3.857 1.080000e+11 1.029e+10
  8   4 6.592e+06  10.490  39.960   0.500   3.857 1.080000e+11 1.030e+10
  8   5 5.273e+06  10.330  39.930   0.480   3.912 1.080000e+11 1.045e+10
  8   6 4.395e+06  10.340  39.900   0.450   3.902 1.080000e+11 1.044e+10
  8   7 3.767e+06  10.260  39.900   0.430   3.931 1.080000e+11 1.053e+10
  8   8 3.296e+06  10.250  39.960   0.430   3.940 1.080000e+11 1.054e+10
