#D Dual quad-core Xeon 3.0 GHz (Penryn E5472, 1600 MHz FSB, 5400 chipset)
  1   1 5.000e+07   2.720   3.020   0.110   1.151 2.560000e+10 9.412e+09
  1   2 5.000e+07   2.870   5.630   0.170   2.021 5.120000e+10 1.784e+10
  1   3 5.000e+07   2.880   8.380   0.160   2.965 7.680000e+10 2.667e+10
  1   4 5.000e+07   2.990  11.080   0.200   3.773 1.024000e+11 3.425e+10
  1   5 5.000e+07   2.950  13.950   0.190   4.793 1.280000e+11 4.339e+10
  1   6 5.000e+07   3.020  16.620   0.240   5.583 1.536000e+11 5.086e+10
  1   7 5.000e+07   2.930  19.250   0.200   6.638 1.792000e+11 6.116e+10
  1   8 5.000e+07   3.170  22.240   0.290   7.107 2.048000e+11 6.461e+10
  1   9 5.000e+07   5.450  24.410   0.310   4.536 2.304000e+11 4.228e+10
  1  10 5.000e+07   5.610  27.400   0.370   4.950 2.560000e+11 4.563e+10
  1  11 5.000e+07   5.680  29.960   0.370   5.340 2.816000e+11 4.958e+10
  1  12 5.000e+07   5.440  32.490   0.350   6.037 3.072000e+11 5.647e+10
  1  13 5.000e+07   5.630  35.270   0.400   6.336 3.328000e+11 5.911e+10
  1  14 5.000e+07   6.270  38.500   0.480   6.217 3.584000e+11 5.716e+10
  1  15 5.000e+07   6.080  40.880   0.490   6.804 3.840000e+11 6.316e+10
  1  16 5.000e+07   7.740  43.390   0.600   5.683 4.096000e+11 5.292e+10
  2   1 5.000e+07   2.820   5.700   0.210   2.096 5.120000e+10 1.816e+10
  2   2 5.000e+07   2.820  11.130   0.230   4.028 1.024000e+11 3.631e+10
  2   3 5.000e+07   2.960  16.570   0.320   5.706 1.536000e+11 5.189e+10
  2   4 5.000e+07   3.110  21.920   0.390   7.174 2.048000e+11 6.585e+10
  2   5 5.000e+07   5.650  27.550   0.520   4.968 2.560000e+11 4.531e+10
  2   6 5.000e+07   5.880  32.890   0.440   5.668 3.072000e+11 5.224e+10
  2   7 5.000e+07   6.750  38.210   0.560   5.744 3.584000e+11 5.310e+10
  2   8 5.000e+07   6.360  43.480   0.580   6.928 4.096000e+11 6.440e+10
  2   9 5.000e+07   8.270  48.750   0.730   5.983 4.608000e+11 5.572e+10
  2  10 5.000e+07   8.210  54.400   0.610   6.700 5.120000e+11 6.236e+10
  2  11 5.000e+07   8.750  59.760   0.640   6.903 5.632000e+11 6.437e+10
  2  12 5.000e+07   9.300  65.050   0.700   7.070 6.144000e+11 6.606e+10
  2  13 5.000e+07   9.990  70.750   0.750   7.157 6.656000e+11 6.663e+10
  2  14 5.000e+07  10.610  75.950   0.810   7.235 7.168000e+11 6.756e+10
  2  15 5.000e+07  11.900  80.400   0.870   6.829 7.680000e+11 6.454e+10
  2  16 5.000e+07  11.820  86.790   0.900   7.419 8.192000e+11 6.931e+10
  3   1 5.000e+07   2.970   8.300   0.380   2.923 7.680000e+10 2.586e+10
  3   2 5.000e+07   2.980  16.660   0.390   5.721 1.536000e+11 5.154e+10
  3   3 5.000e+07   5.480  24.690   0.420   4.582 2.304000e+11 4.204e+10
  3   4 5.000e+07   5.620  32.820   0.560   5.940 3.072000e+11 5.466e+10
  3   5 5.000e+07   6.940  40.800   0.620   5.968 3.840000e+11 5.533e+10
  3   6 5.000e+07   7.860  49.010   0.710   6.326 4.608000e+11 5.863e+10
  3   7 5.000e+07   8.470  57.130   0.750   6.834 5.376000e+11 6.347e+10
  3   8 5.000e+07   9.420  65.310   0.820   7.020 6.144000e+11 6.522e+10
  3   9 5.000e+07  10.350  73.640   0.940   7.206 6.912000e+11 6.678e+10
  3  10 5.000e+07  11.460  82.230   1.030   7.265 7.680000e+11 6.702e+10
  3  11 5.000e+07  12.200  89.590   1.050   7.430 8.448000e+11 6.925e+10
  3  12 5.000e+07  13.040  97.520   1.140   7.566 9.216000e+11 7.067e+10
  3  13 5.000e+07  14.000 105.560   1.150   7.622 9.984000e+11 7.131e+10
  3  14 5.000e+07  14.930 113.630   1.210   7.692 1.075200e+12 7.202e+10
  3  15 5.000e+07  15.920 121.610   1.350   7.724 1.152000e+12 7.236e+10
  3  16 5.000e+07  16.870 129.770   1.390   7.775 1.228800e+12 7.284e+10
  4   1 5.000e+07   2.900  11.100   0.340   3.945 1.024000e+11 3.531e+10
  4   2 5.000e+07   4.380  21.980   0.480   5.128 2.048000e+11 4.676e+10
