#D QS21 dual cell 3.2 GHz (using Altivec)
  1   1 3.516e+07   9.810  10.240   0.430   1.088 1.800000e+10 1.835e+09
  1   2 3.516e+07  11.650  22.840   0.750   2.025 3.600000e+10 3.090e+09
  1   3 2.344e+07   9.400  24.860   0.680   2.717 3.600000e+10 3.830e+09
  1   4 1.758e+07   7.800  26.820   0.740   3.533 3.600000e+10 4.615e+09
  1   5 1.406e+07   8.810  25.970   0.760   3.034 3.600000e+10 4.086e+09
  1   6 1.172e+07   8.110  25.710   0.740   3.261 3.600000e+10 4.439e+09
  1   7 1.004e+07   7.750  26.020   0.710   3.449 3.600000e+10 4.645e+09
  1   8 8.789e+06   7.290  26.600   0.690   3.743 3.600000e+10 4.938e+09
  2   1 3.516e+07  10.130  20.690   0.770   2.118 3.600000e+10 3.554e+09
  2   2 1.758e+07   7.240  26.820   0.920   3.831 3.600000e+10 4.972e+09
  2   3 1.172e+07   8.090  26.670   0.840   3.400 3.600000e+10 4.450e+09
  2   4 8.789e+06   7.480  27.010   0.790   3.717 3.600000e+10 4.813e+09
  2   5 7.031e+06   7.180  26.530   0.740   3.798 3.600000e+10 5.014e+09
  2   6 5.859e+06   7.060  26.590   0.730   3.870 3.600000e+10 5.099e+09
  2   7 5.022e+06   7.040  26.610   0.740   3.885 3.600000e+10 5.114e+09
  2   8 4.395e+06   7.090  27.020   0.730   3.914 3.600000e+10 5.078e+09
  3   1 2.344e+07   9.670  25.850   1.020   2.779 3.600000e+10 3.723e+09
  3   2 1.172e+07   7.700  25.940   0.930   3.490 3.600000e+10 4.675e+09
  3   3 7.812e+06   7.290  26.760   0.830   3.785 3.600000e+10 4.938e+09
  3   4 5.859e+06   7.210  26.900   0.800   3.842 3.600000e+10 4.993e+09
  3   5 4.688e+06   7.060  26.690   0.770   3.890 3.600000e+10 5.099e+09
  3   6 3.906e+06   7.060  26.830   0.810   3.915 3.600000e+10 5.099e+09
  3   7 3.348e+06   6.960  26.680   0.780   3.945 3.600000e+10 5.172e+09
  3   8 2.930e+06   6.960  26.600   0.770   3.932 3.599999e+10 5.172e+09
  4   1 1.758e+07   7.640  28.700   1.250   3.920 3.600000e+10 4.712e+09
  4   2 8.789e+06   7.230  26.640   0.940   3.815 3.600000e+10 4.979e+09
  4   3 5.859e+06   7.200  26.800   0.860   3.842 3.600000e+10 5.000e+09
  4   4 4.395e+06   7.110  26.900   0.840   3.902 3.600000e+10 5.063e+09
  4   5 3.516e+06   7.020  26.680   0.800   3.915 3.600000e+10 5.128e+09
  4   6 2.930e+06   6.950  26.700   0.800   3.957 3.599999e+10 5.180e+09
  4   7 2.511e+06   6.930  26.590   0.800   3.952 3.599999e+10 5.195e+09
  4   8 2.197e+06   6.960  26.570   0.790   3.931 3.599999e+10 5.172e+09
  5   1 1.406e+07   8.730  26.540   1.190   3.176 3.600000e+10 4.124e+09
  5   2 7.031e+06   7.270  26.450   0.960   3.770 3.600000e+10 4.952e+09
  5   3 4.688e+06   7.100  26.630   0.880   3.875 3.600000e+10 5.070e+09
  5   4 3.516e+06   7.050  26.700   0.850   3.908 3.600000e+10 5.106e+09
  5   5 2.812e+06   6.970  26.610   0.830   3.937 3.600000e+10 5.165e+09
  5   6 2.344e+06   6.980  26.710   0.840   3.947 3.600000e+10 5.158e+09
  5   7 2.009e+06   6.900  26.470   0.800   3.952 3.599999e+10 5.217e+09
  5   8 1.758e+06   6.940  26.580   0.820   3.948 3.599999e+10 5.187e+09
  6   1 1.172e+07   8.200  26.510   1.190   3.378 3.600000e+10 4.390e+09
  6   2 5.859e+06   7.210  26.590   0.970   3.822 3.600000e+10 4.993e+09
  6   3 3.906e+06   7.070  26.580   0.910   3.888 3.600000e+10 5.092e+09
  6   4 2.930e+06   7.090  26.750   0.860   3.894 3.599999e+10 5.078e+09
  6   5 2.344e+06   7.040  26.830   0.830   3.929 3.600000e+10 5.114e+09
  6   6 1.953e+06   6.960  26.600   0.830   3.941 3.600000e+10 5.172e+09
  6   7 1.674e+06   6.940  26.500   0.810   3.935 3.600000e+10 5.187e+09
  6   8 1.465e+06   6.940  26.540   0.830   3.944 3.599998e+10 5.187e+09
  7   1 1.004e+07   7.730  26.940   1.190   3.639 3.600000e+10 4.657e+09
  7   2 5.022e+06   7.240  26.600   0.980   3.809 3.600000e+10 4.972e+09
  7   3 3.348e+06   7.120  26.680   0.930   3.878 3.600000e+10 5.056e+09
  7   4 2.511e+06   7.070  26.840   0.890   3.922 3.599999e+10 5.092e+09
  7   5 2.009e+06   6.980  26.570   0.850   3.928 3.599999e+10 5.158e+09
  7   6 1.674e+06   6.950  26.530   0.840   3.938 3.600000e+10 5.180e+09
  7   7 1.435e+06   6.940  26.570   0.860   3.952 3.599998e+10 5.187e+09
  7   8 1.256e+06   6.980  26.590   0.840   3.930 3.599999e+10 5.158e+09
  8   1 8.789e+06   7.570  27.360   1.260   3.781 3.600000e+10 4.756e+09
  8   2 4.395e+06   7.130  26.460   0.980   3.849 3.600000e+10 5.049e+09
  8   3 2.930e+06   7.060  26.680   0.920   3.909 3.599999e+10 5.099e+09
  8   4 2.197e+06   7.040  26.670   0.880   3.913 3.599999e+10 5.114e+09
  8   5 1.758e+06   6.970  26.600   0.860   3.940 3.599999e+10 5.165e+09
  8   6 1.465e+06   6.940  26.490   0.840   3.938 3.599998e+10 5.187e+09
  8   7 1.256e+06   6.980  26.630   0.850   3.937 3.599999e+10 5.158e+09
  8   8 1.099e+06   7.010  26.820   0.860   3.949 3.599997e+10 5.136e+09
