#D Dual quad-core Xeon 2.33GHz (Clovertown E5345)
  1   1 1.367e+08  10.980  12.080   0.360   1.133 7.000000e+10 6.375e+09
  1   2 1.367e+08  12.250  24.310   0.400   2.017 1.400000e+11 1.143e+10
  1   3 1.367e+08  12.830  36.080   0.580   2.857 2.100000e+11 1.637e+10
  1   4 1.367e+08  12.600  46.820   0.770   3.777 2.800000e+11 2.222e+10
  1   5 1.367e+08  12.620  58.850   0.720   4.720 3.500000e+11 2.773e+10
  1   6 1.367e+08  12.310  69.430   0.860   5.710 4.200000e+11 3.412e+10
  1   7 1.367e+08  12.720  80.580   0.950   6.410 4.900000e+11 3.852e+10
  1   8 1.367e+08  12.440  91.530   1.010   7.439 5.600000e+11 4.502e+10
  1   9 1.367e+08  22.310 102.660   1.080   4.650 6.300000e+11 2.824e+10
  1  10 1.367e+08  22.610 113.670   1.160   5.079 7.000000e+11 3.096e+10
  1  11 1.367e+08  22.690 124.730   1.030   5.543 7.700000e+11 3.394e+10
  1  12 1.367e+08  23.260 136.520   1.030   5.914 8.400000e+11 3.611e+10
  1  13 1.367e+08  23.330 147.270   1.130   6.361 9.100000e+11 3.901e+10
  1  14 1.367e+08  24.110 158.070   1.010   6.598 9.800000e+11 4.065e+10
  1  15 1.367e+08  25.380 168.370   1.080   6.677 1.050000e+12 4.137e+10
  1  16 1.367e+08  26.660 179.130   1.250   6.766 1.120000e+12 4.201e+10
  2   1 1.367e+08  11.190  23.330   0.420   2.122 1.400000e+11 1.251e+10
  2   2 1.367e+08  12.650  46.350   0.940   3.738 2.800000e+11 2.213e+10
  2   3 1.367e+08  12.510  69.010   0.980   5.595 4.200000e+11 3.357e+10
  2   4 1.367e+08  13.250  89.330   0.890   6.809 5.600000e+11 4.226e+10
  2   5 1.367e+08  22.540 113.580   1.150   5.090 7.000000e+11 3.106e+10
  2   6 1.367e+08  22.940 135.790   1.260   5.974 8.400000e+11 3.662e+10
  2   7 1.367e+08  24.250 158.360   1.520   6.593 9.800000e+11 4.041e+10
  2   8 1.367e+08  26.610 179.840   1.490   6.814 1.120000e+12 4.209e+10
  2   9 1.215e+08  26.860 179.400   1.540   6.736 1.120000e+12 4.170e+10
  2  10 1.094e+08  26.350 178.740   1.430   6.838 1.120000e+12 4.250e+10
  2  11 9.943e+07  25.790 177.910   1.350   6.951 1.120000e+12 4.343e+10
  2  12 9.115e+07  25.200 176.980   1.460   7.081 1.120000e+12 4.444e+10
  2  13 8.413e+07  24.840 177.320   1.260   7.189 1.120000e+12 4.509e+10
  2  14 7.812e+07  24.450 176.920   1.130   7.282 1.120000e+12 4.581e+10
  2  15 7.292e+07  24.280 177.400   1.140   7.353 1.120000e+12 4.613e+10
  2  16 6.836e+07  23.830 176.290   1.100   7.444 1.120000e+12 4.700e+10
  3   1 1.367e+08  11.360  34.790   0.930   3.144 2.100000e+11 1.849e+10
  3   2 1.367e+08  12.560  68.800   1.400   5.589 4.200000e+11 3.344e+10
  3   3 1.367e+08  22.310 103.250   1.310   4.687 6.300000e+11 2.824e+10
  3   4 1.367e+08  22.940 136.120   1.500   5.999 8.400000e+11 3.662e+10
  3   5 1.367e+08  25.240 168.550   1.790   6.749 1.050000e+12 4.160e+10
  3   6 1.215e+08  26.800 178.710   1.610   6.728 1.120000e+12 4.179e+10
  3   7 1.042e+08  26.090 178.710   1.490   6.907 1.120000e+12 4.293e+10
  3   8 9.115e+07  25.420 178.140   1.360   7.061 1.120000e+12 4.406e+10
  3   9 8.102e+07  24.680 177.260   1.410   7.239 1.120000e+12 4.538e+10
  3  10 7.292e+07  24.270 176.830   1.390   7.343 1.120000e+12 4.615e+10
  3  11 6.629e+07  23.890 177.060   1.240   7.463 1.120000e+12 4.688e+10
  3  12 6.076e+07  23.620 176.290   1.300   7.519 1.120000e+12 4.742e+10
  3  13 5.609e+07  23.340 176.780   1.230   7.627 1.120000e+12 4.799e+10
  3  14 5.208e+07  23.140 176.330   1.300   7.676 1.120000e+12 4.840e+10
  3  15 4.861e+07  23.100 176.940   1.080   7.706 1.120000e+12 4.848e+10
  3  16 4.557e+07  22.850 176.120   1.060   7.754 1.120000e+12 4.902e+10
  4   1 1.367e+08  11.440  45.520   1.080   4.073 2.800000e+11 2.448e+10
  4   2 1.367e+08  12.410  90.020   1.440   7.370 5.600000e+11 4.512e+10
