#D Core2 Duo 2.66 GHz (6700)
  1   1 1.406e+08   9.890  10.100   0.230   1.044 7.200000e+10 7.280e+09
  1   2 1.406e+08  10.400  19.900   0.290   1.941 1.440000e+11 1.385e+10
  1   3 9.375e+07  11.410  19.950   0.200   1.766 1.440000e+11 1.262e+10
  1   4 7.031e+07  10.230  19.800   0.230   1.958 1.440000e+11 1.408e+10
  1   5 5.625e+07  10.640  19.800   0.180   1.878 1.440000e+11 1.353e+10
  1   6 4.688e+07  10.000  19.780   0.130   1.991 1.440000e+11 1.440e+10
  1   7 4.018e+07  10.500  19.690   0.180   1.892 1.440000e+11 1.371e+10
  1   8 3.516e+07  10.020  19.750   0.170   1.988 1.440000e+11 1.437e+10
  2   1 1.406e+08  10.330  20.000   0.460   1.981 1.440000e+11 1.394e+10
  2   2 7.031e+07  10.160  19.870   0.270   1.982 1.440000e+11 1.417e+10
  2   3 4.688e+07  10.210  19.780   0.230   1.960 1.440000e+11 1.410e+10
  2   4 3.516e+07  10.050  19.730   0.210   1.984 1.440000e+11 1.433e+10
  2   5 2.812e+07  10.060  19.760   0.170   1.981 1.440000e+11 1.431e+10
  2   6 2.344e+07  10.030  19.780   0.180   1.990 1.440000e+11 1.436e+10
  2   7 2.009e+07  10.040  19.820   0.180   1.992 1.440000e+11 1.434e+10
  2   8 1.758e+07  10.050  19.820   0.180   1.990 1.440000e+11 1.433e+10
  3   1 9.375e+07  13.140  19.950   0.450   1.553 1.440000e+11 1.096e+10
  3   2 4.688e+07  10.570  19.840   0.290   1.904 1.440000e+11 1.362e+10
  3   3 3.125e+07  10.420  19.730   0.280   1.920 1.440000e+11 1.382e+10
  3   4 2.344e+07  10.120  19.710   0.240   1.971 1.440000e+11 1.423e+10
  3   5 1.875e+07  10.140  19.750   0.190   1.966 1.440000e+11 1.420e+10
  3   6 1.562e+07  10.030  19.730   0.190   1.986 1.440000e+11 1.436e+10
  3   7 1.339e+07  10.020  19.720   0.200   1.988 1.440000e+11 1.437e+10
  3   8 1.172e+07   9.990  19.720   0.170   1.991 1.440000e+11 1.441e+10
  4   1 7.031e+07  10.310  19.980   0.460   1.983 1.440000e+11 1.397e+10
  4   2 3.516e+07  10.300  19.830   0.320   1.956 1.440000e+11 1.398e+10
  4   3 2.344e+07  10.180  19.780   0.230   1.966 1.440000e+11 1.415e+10
  4   4 1.758e+07  10.070  19.750   0.220   1.983 1.440000e+11 1.430e+10
  4   5 1.406e+07  10.090  19.750   0.190   1.976 1.440000e+11 1.427e+10
  4   6 1.172e+07  10.020  19.720   0.190   1.987 1.440000e+11 1.437e+10
  4   7 1.004e+07  10.040  19.780   0.190   1.989 1.440000e+11 1.434e+10
  4   8 8.789e+06  10.000  19.750   0.160   1.991 1.440000e+11 1.440e+10
  5   1 5.625e+07  11.580  19.930   0.500   1.764 1.440000e+11 1.244e+10
  5   2 2.812e+07  10.300  19.830   0.320   1.956 1.440000e+11 1.398e+10
  5   3 1.875e+07  10.240  19.760   0.240   1.953 1.440000e+11 1.406e+10
  5   4 1.406e+07  10.140  19.880   0.230   1.983 1.440000e+11 1.420e+10
  5   5 1.125e+07  10.040  19.730   0.200   1.985 1.440000e+11 1.434e+10
  5   6 9.375e+06  10.030  19.770   0.200   1.991 1.440000e+11 1.436e+10
  5   7 8.036e+06  10.030  19.780   0.170   1.989 1.440000e+11 1.436e+10
  5   8 7.031e+06  10.000  19.750   0.180   1.993 1.440000e+11 1.440e+10
  6   1 4.688e+07  10.340  19.910   0.560   1.980 1.440000e+11 1.393e+10
  6   2 2.344e+07  10.290  19.770   0.330   1.953 1.440000e+11 1.399e+10
  6   3 1.562e+07  10.150  19.770   0.270   1.974 1.440000e+11 1.419e+10
  6   4 1.172e+07  10.170  19.880   0.240   1.978 1.440000e+11 1.416e+10
  6   5 9.375e+06  10.080  19.780   0.240   1.986 1.440000e+11 1.429e+10
  6   6 7.812e+06  10.020  19.740   0.220   1.992 1.440000e+11 1.437e+10
  6   7 6.696e+06  10.050  19.760   0.200   1.986 1.440000e+11 1.433e+10
  6   8 5.859e+06  10.070  19.750   0.210   1.982 1.440000e+11 1.430e+10
  7   1 4.018e+07  11.220  19.880   0.530   1.819 1.440000e+11 1.283e+10
  7   2 2.009e+07  10.280  19.790   0.340   1.958 1.440000e+11 1.401e+10
  7   3 1.339e+07  10.190  19.760   0.250   1.964 1.440000e+11 1.413e+10
  7   4 1.004e+07  10.060  19.750   0.240   1.987 1.440000e+11 1.431e+10
  7   5 8.036e+06  10.070  19.750   0.240   1.985 1.440000e+11 1.430e+10
  7   6 6.696e+06  10.040  19.810   0.220   1.995 1.440000e+11 1.434e+10
  7   7 5.740e+06  10.050  19.780   0.210   1.989 1.440000e+11 1.433e+10
  7   8 5.022e+06  10.010  19.790   0.190   1.996 1.440000e+11 1.439e+10
  8   1 3.516e+07  10.320  19.900   0.470   1.974 1.440000e+11 1.395e+10
  8   2 1.758e+07  10.340  19.900   0.320   1.956 1.440000e+11 1.393e+10
  8   3 1.172e+07  10.130  19.770   0.290   1.980 1.440000e+11 1.422e+10
  8   4 8.789e+06  10.120  19.780   0.230   1.977 1.440000e+11 1.423e+10
  8   5 7.031e+06  10.040  19.790   0.200   1.991 1.440000e+11 1.434e+10
  8   6 5.859e+06  10.050  19.770   0.220   1.989 1.440000e+11 1.433e+10
  8   7 5.022e+06  10.030  19.800   0.200   1.994 1.440000e+11 1.436e+10
  8   8 4.395e+06  10.050  19.800   0.210   1.991 1.440000e+11 1.433e+10
